,VILLE,REVENU FISCAL DE RÉFÉRENCE,TAUX DE CHÔMAGE,BÉNÉFICIAIRES DU RSA,Salaires mensuels nets moyens,Pourcentage de salariés en CDI,Nombres d'entreprises,ISF moyen par foyer nc,Bénéficiaires de la CAF,Population
3441,"<td><a href=""https://www.linternaute.com/ville/villiers-sur-marne/ville-94079"">Villiers-sur-Marne</a></td>",<td>28 496 €</td>,"<td>9,34 %</td>","<td>3,43 %</td>","<td>2 619,77 €</td>","<td>89,04 %</td>",<td>2 126 entreprises</td>,<td>6 879 €</td>,"<td>22,46 %</td>",<td>28 592 hab.</td>
3442,"<td><a href=""https://www.linternaute.com/ville/chenimenil/ville-88101"">Cheniménil</a></td>",<td>24 493 €</td>,"<td>14,49 %</td>","<td>1,62 %</td>",<td>nc</td>,"<td>83,85 %</td>",<td>46 entreprises</td>,<td>nc</td>,"<td>18,20 %</td>",<td>1 232 hab.</td>
3443,"<td><a href=""https://www.linternaute.com/ville/la-douze/ville-24156"">La Douze</a></td>",<td>21 307 €</td>,"<td>17,23 %</td>","<td>1,37 %</td>",<td>nc</td>,"<td>82,61 %</td>",<td>85 entreprises</td>,<td>nc</td>,"<td>14,59 %</td>",<td>1 157 hab.</td>
3444,"<td><a href=""https://www.linternaute.com/ville/luzech/ville-46182"">Luzech</a></td>",<td>21 544 €</td>,"<td>9,31 %</td>","<td>2,18 %</td>",<td>nc</td>,"<td>83,68 %</td>",<td>129 entreprises</td>,<td>nc</td>,"<td>14,81 %</td>",<td>1 802 hab.</td>
3445,"<td><a href=""https://www.linternaute.com/ville/plumeliau-bieuzy/ville-56173"">Pluméliau-Bieuzy</a></td>",<td>24 649 €</td>,"<td>10,47 %</td>","<td>1,10 %</td>","<td>2 001,87 €</td>","<td>84,71 %</td>",<td>247 entreprises</td>,<td>nc</td>,"<td>15,98 %</td>",<td>4 363 hab.</td>
3446,"<td><a href=""https://www.linternaute.com/ville/roquefort-des-corbieres/ville-11322"">Roquefort-des-Corbières</a></td>",<td>23 493 €</td>,"<td>16,62 %</td>","<td>2,42 %</td>",<td>nc</td>,"<td>84,33 %</td>",<td>82 entreprises</td>,<td>nc</td>,"<td>16,67 %</td>",<td>1 007 hab.</td>
3447,"<td><a href=""https://www.linternaute.com/ville/vasles/ville-79339"">Vasles</a></td>",<td>19 500 €</td>,"<td>10,23 %</td>","<td>1,20 %</td>",<td>nc</td>,"<td>78,11 %</td>",<td>132 entreprises</td>,<td>nc</td>,"<td>14,42 %</td>",<td>1 667 hab.</td>
3448,"<td><a href=""https://www.linternaute.com/ville/bagnac-sur-cele/ville-46015"">Bagnac-sur-Célé</a></td>",<td>20 764 €</td>,"<td>10,62 %</td>","<td>1,77 %</td>",<td>nc</td>,"<td>85,24 %</td>",<td>113 entreprises</td>,<td>nc</td>,"<td>16,91 %</td>",<td>1 469 hab.</td>
3449,"<td><a href=""https://www.linternaute.com/ville/castanet-tolosan/ville-31113"">Castanet-Tolosan</a></td>",<td>29 643 €</td>,"<td>10,75 %</td>","<td>2,24 %</td>","<td>2 576,54 €</td>","<td>86,77 %</td>",<td>1 031 entreprises</td>,<td>nc</td>,"<td>23,96 %</td>",<td>13 811 hab.</td>
3450,"<td><a href=""https://www.linternaute.com/ville/crots/ville-05045"">Crots</a></td>",<td>24 678 €</td>,"<td>10,77 %</td>","<td>3,08 %</td>",<td>nc</td>,"<td>76,80 %</td>",<td>114 entreprises</td>,<td>nc</td>,"<td>17,92 %</td>",<td>1 097 hab.</td>
3451,"<td><a href=""https://www.linternaute.com/ville/figanieres/ville-83056"">Figanières</a></td>",<td>26 680 €</td>,<td>13 %</td>,"<td>2,10 %</td>","<td>2 139,62 €</td>","<td>86,35 %</td>",<td>217 entreprises</td>,<td>nc</td>,"<td>17,08 %</td>",<td>2 608 hab.</td>
3452,"<td><a href=""https://www.linternaute.com/ville/guethary/ville-64249"">Guéthary</a></td>",<td>31 256 €</td>,"<td>14,66 %</td>","<td>4,30 %</td>",<td>nc</td>,"<td>82,13 %</td>",<td>243 entreprises</td>,<td>nc</td>,"<td>22,40 %</td>",<td>1 329 hab.</td>
3453,"<td><a href=""https://www.linternaute.com/ville/lorrez-le-bocage-preaux/ville-77261"">Lorrez-le-Bocage-Préaux</a></td>",<td>24 424 €</td>,"<td>14,21 %</td>","<td>3,20 %</td>",<td>nc</td>,"<td>88,06 %</td>",<td>78 entreprises</td>,<td>nc</td>,"<td>20,77 %</td>",<td>1 199 hab.</td>
3454,"<td><a href=""https://www.linternaute.com/ville/pontlevoy/ville-41180"">Pontlevoy</a></td>",<td>23 803 €</td>,"<td>11,60 %</td>","<td>1,84 %</td>",<td>nc</td>,"<td>84,27 %</td>",<td>99 entreprises</td>,<td>nc</td>,"<td>17,33 %</td>",<td>1 529 hab.</td>
3455,"<td><a href=""https://www.linternaute.com/ville/pouilly-en-auxois/ville-21501"">Pouilly-en-Auxois</a></td>",<td>22 568 €</td>,"<td>10,92 %</td>","<td>2,02 %</td>",<td>nc</td>,"<td>86,42 %</td>",<td>189 entreprises</td>,<td>nc</td>,"<td>21,28 %</td>",<td>1 509 hab.</td>
3456,"<td><a href=""https://www.linternaute.com/ville/saacy-sur-marne/ville-77397"">Saâcy-sur-Marne</a></td>",<td>25 670 €</td>,"<td>14,44 %</td>","<td>2,49 %</td>",<td>nc</td>,"<td>87,67 %</td>",<td>163 entreprises</td>,<td>nc</td>,"<td>17,68 %</td>",<td>1 828 hab.</td>
3457,"<td><a href=""https://www.linternaute.com/ville/steenvoorde/ville-59580"">Steenvoorde</a></td>",<td>26 279 €</td>,"<td>11,86 %</td>","<td>1,47 %</td>","<td>2 249,43 €</td>","<td>84,57 %</td>",<td>264 entreprises</td>,<td>nc</td>,"<td>16,41 %</td>",<td>4 388 hab.</td>
3458,"<td><a href=""https://www.linternaute.com/ville/vitry-sur-orne/ville-57724"">Vitry-sur-Orne</a></td>",<td>26 105 €</td>,"<td>13,54 %</td>","<td>1,92 %</td>","<td>2 155,69 €</td>","<td>87,47 %</td>",<td>112 entreprises</td>,<td>nc</td>,"<td>15,72 %</td>",<td>3 035 hab.</td>
3459,"<td><a href=""https://www.linternaute.com/ville/arcachon/ville-33009"">Arcachon</a></td>",<td>34 758 €</td>,"<td>16,99 %</td>","<td>2,71 %</td>","<td>2 446,84 €</td>","<td>84,92 %</td>",<td>1 820 entreprises</td>,<td>nc</td>,"<td>15,07 %</td>",<td>11 567 hab.</td>
3460,"<td><a href=""https://www.linternaute.com/ville/archigny/ville-86009"">Archigny</a></td>",<td>20 523 €</td>,"<td>10,82 %</td>","<td>2,52 %</td>",<td>nc</td>,"<td>85,50 %</td>",<td>57 entreprises</td>,<td>nc</td>,"<td>17,38 %</td>",<td>1 076 hab.</td>
3461,"<td><a href=""https://www.linternaute.com/ville/combs-la-ville/ville-77122"">Combs-la-Ville</a></td>",<td>29 683 €</td>,"<td>10,87 %</td>","<td>2,38 %</td>","<td>2 491,73 €</td>","<td>87,19 %</td>",<td>1 255 entreprises</td>,<td>nc</td>,"<td>20,28 %</td>",<td>21 811 hab.</td>
3462,"<td><a href=""https://www.linternaute.com/ville/le-teich/ville-33527"">Le Teich</a></td>",<td>27 425 €</td>,"<td>11,81 %</td>","<td>1,85 %</td>","<td>2 291,16 €</td>","<td>87,95 %</td>",<td>721 entreprises</td>,<td>nc</td>,"<td>19,18 %</td>",<td>8 205 hab.</td>
3463,"<td><a href=""https://www.linternaute.com/ville/les-mathes/ville-17225"">Les Mathes</a></td>",<td>32 157 €</td>,"<td>14,84 %</td>","<td>2,61 %</td>","<td>1 992,93 €</td>","<td>80,80 %</td>",<td>304 entreprises</td>,<td>nc</td>,"<td>15,17 %</td>",<td>2 042 hab.</td>
3464,"<td><a href=""https://www.linternaute.com/ville/mallemort/ville-13053"">Mallemort</a></td>",<td>28 574 €</td>,"<td>11,69 %</td>","<td>2,22 %</td>","<td>2 498,33 €</td>","<td>86,11 %</td>",<td>676 entreprises</td>,<td>nc</td>,"<td>18,98 %</td>",<td>6 084 hab.</td>
3465,"<td><a href=""https://www.linternaute.com/ville/morieres-les-avignon/ville-84081"">Morières-lès-Avignon</a></td>",<td>27 847 €</td>,"<td>12,43 %</td>","<td>2,11 %</td>","<td>2 340,10 €</td>","<td>88,73 %</td>",<td>742 entreprises</td>,<td>nc</td>,"<td>19,18 %</td>",<td>8 563 hab.</td>
3466,"<td><a href=""https://www.linternaute.com/ville/saint-amant-de-boixe/ville-16295"">Saint-Amant-de-Boixe</a></td>",<td>22 940 €</td>,"<td>13,30 %</td>","<td>2,25 %</td>",<td>nc</td>,"<td>88,08 %</td>",<td>88 entreprises</td>,<td>nc</td>,"<td>18,98 %</td>",<td>1 347 hab.</td>
3467,"<td><a href=""https://www.linternaute.com/ville/saint-laurent-en-royans/ville-26311"">Saint-Laurent-en-Royans</a></td>",<td>21 747 €</td>,"<td>13,55 %</td>","<td>1,27 %</td>",<td>nc</td>,"<td>85,56 %</td>",<td>109 entreprises</td>,<td>nc</td>,"<td>18,82 %</td>",<td>1 432 hab.</td>
3468,"<td><a href=""https://www.linternaute.com/ville/evran/ville-22056"">Évran</a></td>",<td>22 883 €</td>,"<td>10,43 %</td>","<td>1,42 %</td>",<td>nc</td>,"<td>82,87 %</td>",<td>138 entreprises</td>,<td>nc</td>,"<td>18,16 %</td>",<td>1 731 hab.</td>
3469,"<td><a href=""https://www.linternaute.com/ville/gretz-armainvilliers/ville-77215"">Gretz-Armainvilliers</a></td>",<td>27 147 €</td>,"<td>10,93 %</td>","<td>2,30 %</td>","<td>2 390,70 €</td>","<td>87,97 %</td>",<td>655 entreprises</td>,<td>nc</td>,"<td>18,42 %</td>",<td>8 566 hab.</td>
3470,"<td><a href=""https://www.linternaute.com/ville/le-fleix/ville-24182"">Le Fleix</a></td>",<td>21 771 €</td>,"<td>12,95 %</td>","<td>2,42 %</td>",<td>nc</td>,"<td>85,99 %</td>",<td>108 entreprises</td>,<td>nc</td>,"<td>13,10 %</td>",<td>1 479 hab.</td>
3471,"<td><a href=""https://www.linternaute.com/ville/saint-martin-de-seignanx/ville-40273"">Saint-Martin-de-Seignanx</a></td>",<td>27 605 €</td>,"<td>10,07 %</td>","<td>1,70 %</td>","<td>2 138,53 €</td>","<td>86,22 %</td>",<td>439 entreprises</td>,<td>nc</td>,"<td>20,64 %</td>",<td>5 632 hab.</td>
3472,"<td><a href=""https://www.linternaute.com/ville/sangatte/ville-62774"">Sangatte</a></td>",<td>29 574 €</td>,"<td>15,10 %</td>","<td>2,56 %</td>","<td>2 444,40 €</td>","<td>87,43 %</td>",<td>265 entreprises</td>,<td>nc</td>,"<td>17,09 %</td>",<td>4 852 hab.</td>
3473,"<td><a href=""https://www.linternaute.com/ville/chaillevette/ville-17079"">Chaillevette</a></td>",<td>23 722 €</td>,"<td>12,57 %</td>","<td>1,74 %</td>",<td>nc</td>,"<td>80,49 %</td>",<td>127 entreprises</td>,<td>nc</td>,"<td>13,73 %</td>",<td>1 587 hab.</td>
3474,"<td><a href=""https://www.linternaute.com/ville/cluny/ville-71137"">Cluny</a></td>",<td>25 533 €</td>,"<td>8,60 %</td>","<td>1,34 %</td>","<td>2 231,59 €</td>","<td>82,73 %</td>",<td>452 entreprises</td>,<td>nc</td>,"<td>22,36 %</td>",<td>4 880 hab.</td>
3475,"<td><a href=""https://www.linternaute.com/ville/helesmes/ville-59297"">Hélesmes</a></td>",<td>26 141 €</td>,"<td>13,12 %</td>","<td>2,32 %</td>",<td>nc</td>,"<td>86,90 %</td>",<td>90 entreprises</td>,<td>nc</td>,"<td>16,88 %</td>",<td>1 988 hab.</td>
3476,"<td><a href=""https://www.linternaute.com/ville/mouchard/ville-39370"">Mouchard</a></td>",<td>23 318 €</td>,"<td>11,04 %</td>","<td>1,68 %</td>",<td>nc</td>,"<td>77,47 %</td>",<td>66 entreprises</td>,<td>nc</td>,"<td>19,81 %</td>",<td>1 082 hab.</td>
3477,"<td><a href=""https://www.linternaute.com/ville/plouray/ville-56170"">Plouray</a></td>",<td>17 728 €</td>,"<td>11,99 %</td>","<td>2,17 %</td>",<td>nc</td>,"<td>83,63 %</td>",<td>68 entreprises</td>,<td>nc</td>,"<td>12,71 %</td>",<td>1 091 hab.</td>
3478,"<td><a href=""https://www.linternaute.com/ville/salome/ville-59550"">Salomé</a></td>",<td>25 420 €</td>,"<td>10,57 %</td>","<td>1,66 %</td>","<td>2 169,78 €</td>","<td>86,49 %</td>",<td>126 entreprises</td>,<td>nc</td>,"<td>18,85 %</td>",<td>2 956 hab.</td>
3479,"<td><a href=""https://www.linternaute.com/ville/beguey/ville-33040"">Béguey</a></td>",<td>23 272 €</td>,"<td>12,46 %</td>","<td>1,58 %</td>",<td>nc</td>,"<td>82,46 %</td>",<td>96 entreprises</td>,<td>nc</td>,"<td>18,97 %</td>",<td>1 194 hab.</td>
3480,"<td><a href=""https://www.linternaute.com/ville/calvisson/ville-30062"">Calvisson</a></td>",<td>28 646 €</td>,"<td>11,88 %</td>","<td>2,54 %</td>","<td>2 429,02 €</td>","<td>87,41 %</td>",<td>530 entreprises</td>,<td>nc</td>,"<td>19,04 %</td>",<td>5 833 hab.</td>
3481,"<td><a href=""https://www.linternaute.com/ville/caulnes/ville-22032"">Caulnes</a></td>",<td>22 822 €</td>,"<td>10,20 %</td>","<td>1,08 %</td>","<td>1 921,21 €</td>","<td>84,22 %</td>",<td>152 entreprises</td>,<td>nc</td>,"<td>15,43 %</td>",<td>2 486 hab.</td>
3482,"<td><a href=""https://www.linternaute.com/ville/guerledan/ville-22158"">Guerlédan</a></td>",<td>22 782 €</td>,"<td>9,81 %</td>","<td>1,64 %</td>","<td>1 967,68 €</td>","<td>84,94 %</td>",<td>145 entreprises</td>,<td>nc</td>,"<td>13,57 %</td>",<td>2 444 hab.</td>
3483,"<td><a href=""https://www.linternaute.com/ville/la-bazoche-gouet/ville-28027"">La Bazoche-Gouet</a></td>",<td>21 405 €</td>,"<td>14,39 %</td>","<td>1,72 %</td>",<td>nc</td>,"<td>82,01 %</td>",<td>76 entreprises</td>,<td>nc</td>,"<td>10,95 %</td>",<td>1 220 hab.</td>
3484,"<td><a href=""https://www.linternaute.com/ville/les-achards/ville-85152"">Les Achards</a></td>",<td>25 371 €</td>,"<td>11,84 %</td>","<td>0,93 %</td>","<td>2 021,22 €</td>","<td>86,36 %</td>",<td>415 entreprises</td>,<td>nc</td>,"<td>18,52 %</td>",<td>5 189 hab.</td>
3485,"<td><a href=""https://www.linternaute.com/ville/marssac-sur-tarn/ville-81156"">Marssac-sur-Tarn</a></td>",<td>26 289 €</td>,"<td>11,83 %</td>",<td>2 %</td>,"<td>2 173,47 €</td>","<td>86,70 %</td>",<td>295 entreprises</td>,<td>nc</td>,"<td>17,32 %</td>",<td>3 277 hab.</td>
3486,"<td><a href=""https://www.linternaute.com/ville/moulins-les-metz/ville-57487"">Moulins-lès-Metz</a></td>",<td>27 333 €</td>,"<td>13,81 %</td>","<td>1,96 %</td>","<td>2 277,05 €</td>","<td>88,39 %</td>",<td>318 entreprises</td>,<td>nc</td>,"<td>17,62 %</td>",<td>5 016 hab.</td>
3487,"<td><a href=""https://www.linternaute.com/ville/neuilly-plaisance/ville-93049"">Neuilly-Plaisance</a></td>",<td>31 672 €</td>,"<td>11,01 %</td>","<td>2,76 %</td>","<td>2 771,17 €</td>","<td>87,47 %</td>",<td>1 888 entreprises</td>,<td>6 444 €</td>,"<td>20,81 %</td>",<td>20 915 hab.</td>
3488,"<td><a href=""https://www.linternaute.com/ville/plouasne/ville-22208"">Plouasne</a></td>",<td>22 206 €</td>,"<td>9,30 %</td>","<td>1,64 %</td>",<td>nc</td>,"<td>81,90 %</td>",<td>105 entreprises</td>,<td>nc</td>,"<td>16,72 %</td>",<td>1 712 hab.</td>
3489,"<td><a href=""https://www.linternaute.com/ville/saint-benoit/ville-86214"">Saint-Benoît</a></td>",<td>33 828 €</td>,"<td>12,20 %</td>","<td>2,20 %</td>","<td>2 468,62 €</td>","<td>84,75 %</td>",<td>510 entreprises</td>,<td>nc</td>,"<td>22,03 %</td>",<td>7 266 hab.</td>
3490,"<td><a href=""https://www.linternaute.com/ville/saint-etienne-de-mer-morte/ville-44157"">Saint-Étienne-de-Mer-Morte</a></td>",<td>21 680 €</td>,"<td>9,52 %</td>","<td>1,16 %</td>",<td>nc</td>,"<td>80,12 %</td>",<td>71 entreprises</td>,<td>nc</td>,"<td>16,79 %</td>",<td>1 730 hab.</td>
3491,"<td><a href=""https://www.linternaute.com/ville/saint-germain-du-corbeis/ville-61397"">Saint-Germain-du-Corbéis</a></td>",<td>27 953 €</td>,"<td>12,47 %</td>","<td>1,75 %</td>","<td>2 072,63 €</td>","<td>85,49 %</td>",<td>136 entreprises</td>,<td>nc</td>,"<td>15,19 %</td>",<td>3 789 hab.</td>
3492,"<td><a href=""https://www.linternaute.com/ville/alignan-du-vent/ville-34009"">Alignan-du-Vent</a></td>",<td>25 425 €</td>,"<td>12,65 %</td>","<td>2,22 %</td>",<td>nc</td>,"<td>84,40 %</td>",<td>118 entreprises</td>,<td>nc</td>,"<td>15,74 %</td>",<td>1 745 hab.</td>
3493,"<td><a href=""https://www.linternaute.com/ville/arches/ville-88011"">Arches</a></td>",<td>24 170 €</td>,"<td>13,89 %</td>","<td>1,84 %</td>",<td>nc</td>,"<td>87,33 %</td>",<td>98 entreprises</td>,<td>nc</td>,"<td>17,93 %</td>",<td>1 629 hab.</td>
3494,"<td><a href=""https://www.linternaute.com/ville/nantiat/ville-87103"">Nantiat</a></td>",<td>22 281 €</td>,"<td>10,18 %</td>","<td>1,92 %</td>",<td>nc</td>,"<td>86,69 %</td>",<td>84 entreprises</td>,<td>nc</td>,"<td>19,08 %</td>",<td>1 599 hab.</td>
3495,"<td><a href=""https://www.linternaute.com/ville/routot/ville-27500"">Routot</a></td>",<td>24 802 €</td>,"<td>13,90 %</td>","<td>1,25 %</td>",<td>nc</td>,"<td>84,72 %</td>",<td>79 entreprises</td>,<td>nc</td>,"<td>19,65 %</td>",<td>1 650 hab.</td>
3496,"<td><a href=""https://www.linternaute.com/ville/saint-georges-d-orques/ville-34259"">Saint-Georges-d'Orques</a></td>",<td>30 262 €</td>,"<td>12,73 %</td>","<td>2,16 %</td>","<td>2 366,78 €</td>","<td>85,74 %</td>",<td>587 entreprises</td>,<td>nc</td>,"<td>18,57 %</td>",<td>5 476 hab.</td>
3497,"<td><a href=""https://www.linternaute.com/ville/bourogne/ville-90017"">Bourogne</a></td>",<td>26 607 €</td>,"<td>10,29 %</td>","<td>1,79 %</td>",<td>nc</td>,"<td>64,88 %</td>",<td>70 entreprises</td>,<td>nc</td>,"<td>16,34 %</td>",<td>1 888 hab.</td>
3498,"<td><a href=""https://www.linternaute.com/ville/cire-d-aunis/ville-17107"">Ciré-d'Aunis</a></td>",<td>23 461 €</td>,"<td>11,38 %</td>","<td>1,65 %</td>",<td>nc</td>,"<td>83,70 %</td>",<td>104 entreprises</td>,<td>nc</td>,"<td>19,86 %</td>",<td>1 381 hab.</td>
3499,"<td><a href=""https://www.linternaute.com/ville/gorze/ville-57254"">Gorze</a></td>",<td>20 246 €</td>,"<td>10,46 %</td>","<td>1,82 %</td>",<td>nc</td>,"<td>86,52 %</td>",<td>62 entreprises</td>,<td>nc</td>,"<td>22,90 %</td>",<td>1 158 hab.</td>
3500,"<td><a href=""https://www.linternaute.com/ville/pouilly-sur-loire/ville-58215"">Pouilly-sur-Loire</a></td>",<td>28 615 €</td>,"<td>11,02 %</td>","<td>3,67 %</td>",<td>nc</td>,"<td>82,84 %</td>",<td>108 entreprises</td>,<td>nc</td>,"<td>18,06 %</td>",<td>1 621 hab.</td>
3501,"<td><a href=""https://www.linternaute.com/ville/proville/ville-59476"">Proville</a></td>",<td>29 374 €</td>,"<td>15,04 %</td>","<td>1,95 %</td>","<td>2 305,20 €</td>","<td>83,80 %</td>",<td>184 entreprises</td>,<td>nc</td>,"<td>15,75 %</td>",<td>3 150 hab.</td>
3502,"<td><a href=""https://www.linternaute.com/ville/queyrac/ville-33348"">Queyrac</a></td>",<td>22 018 €</td>,"<td>13,90 %</td>","<td>2,93 %</td>",<td>nc</td>,"<td>87,77 %</td>",<td>101 entreprises</td>,<td>nc</td>,"<td>14,41 %</td>",<td>1 375 hab.</td>
3503,"<td><a href=""https://www.linternaute.com/ville/saint-vincent-des-landes/ville-44193"">Saint-Vincent-des-Landes</a></td>",<td>23 310 €</td>,"<td>11,21 %</td>","<td>1,63 %</td>",<td>nc</td>,"<td>83,43 %</td>",<td>86 entreprises</td>,<td>nc</td>,"<td>17,03 %</td>",<td>1 526 hab.</td>
3504,"<td><a href=""https://www.linternaute.com/ville/barsac/ville-33030"">Barsac</a></td>",<td>24 410 €</td>,"<td>10,21 %</td>","<td>1,98 %</td>","<td>2 199,15 €</td>","<td>84,91 %</td>",<td>183 entreprises</td>,<td>nc</td>,"<td>18,71 %</td>",<td>2 067 hab.</td>
3505,"<td><a href=""https://www.linternaute.com/ville/bussang/ville-88081"">Bussang</a></td>",<td>21 154 €</td>,"<td>13,57 %</td>","<td>1,11 %</td>",<td>nc</td>,"<td>79,74 %</td>",<td>95 entreprises</td>,<td>nc</td>,"<td>14,75 %</td>",<td>1 360 hab.</td>
3506,"<td><a href=""https://www.linternaute.com/ville/chalus/ville-87032"">Châlus</a></td>",<td>19 622 €</td>,"<td>13,18 %</td>","<td>1,83 %</td>",<td>nc</td>,"<td>88,30 %</td>",<td>136 entreprises</td>,<td>nc</td>,"<td>15,24 %</td>",<td>1 629 hab.</td>
3507,"<td><a href=""https://www.linternaute.com/ville/charvieu-chavagneux/ville-38085"">Charvieu-Chavagneux</a></td>",<td>26 228 €</td>,"<td>10,88 %</td>","<td>1,51 %</td>","<td>2 288,49 €</td>","<td>87,89 %</td>",<td>481 entreprises</td>,<td>nc</td>,"<td>19,72 %</td>",<td>10 029 hab.</td>
3508,"<td><a href=""https://www.linternaute.com/ville/chavanoz/ville-38097"">Chavanoz</a></td>",<td>26 208 €</td>,"<td>10,51 %</td>","<td>1,42 %</td>","<td>2 201,08 €</td>","<td>85,18 %</td>",<td>310 entreprises</td>,<td>nc</td>,"<td>18,28 %</td>",<td>4 777 hab.</td>
3509,"<td><a href=""https://www.linternaute.com/ville/estrees-saint-denis/ville-60223"">Estrées-Saint-Denis</a></td>",<td>26 051 €</td>,"<td>11,81 %</td>","<td>1,62 %</td>","<td>2 297,98 €</td>","<td>86,46 %</td>",<td>197 entreprises</td>,<td>nc</td>,"<td>18,09 %</td>",<td>3 749 hab.</td>
3510,"<td><a href=""https://www.linternaute.com/ville/grenade/ville-31232"">Grenade</a></td>",<td>26 165 €</td>,"<td>9,54 %</td>","<td>1,85 %</td>","<td>2 461,46 €</td>","<td>86,60 %</td>",<td>724 entreprises</td>,<td>nc</td>,"<td>20,94 %</td>",<td>8 841 hab.</td>
3511,"<td><a href=""https://www.linternaute.com/ville/lux/ville-71269"">Lux</a></td>",<td>25 915 €</td>,"<td>13,14 %</td>","<td>1,60 %</td>","<td>2 180,64 €</td>","<td>85,70 %</td>",<td>134 entreprises</td>,<td>nc</td>,"<td>19,25 %</td>",<td>2 048 hab.</td>
3512,"<td><a href=""https://www.linternaute.com/ville/thiais/ville-94073"">Thiais</a></td>",<td>29 711 €</td>,"<td>11,16 %</td>","<td>3,04 %</td>","<td>2 633,92 €</td>","<td>88,18 %</td>",<td>2 351 entreprises</td>,<td>9 977 €</td>,"<td>19,62 %</td>",<td>29 806 hab.</td>
3513,"<td><a href=""https://www.linternaute.com/ville/brasles/ville-02114"">Brasles</a></td>",<td>26 885 €</td>,"<td>14,47 %</td>","<td>1,66 %</td>",<td>nc</td>,"<td>83,13 %</td>",<td>78 entreprises</td>,<td>nc</td>,"<td>17,21 %</td>",<td>1 573 hab.</td>
3514,"<td><a href=""https://www.linternaute.com/ville/lagny-sur-marne/ville-77243"">Lagny-sur-Marne</a></td>",<td>29 950 €</td>,"<td>11,76 %</td>","<td>2,49 %</td>","<td>2 627,40 €</td>","<td>87,09 %</td>",<td>1 990 entreprises</td>,<td>12 050 €</td>,"<td>20,27 %</td>",<td>21 354 hab.</td>
3515,"<td><a href=""https://www.linternaute.com/ville/landrethun-le-nord/ville-62487"">Landrethun-le-Nord</a></td>",<td>22 702 €</td>,"<td>13,15 %</td>","<td>1,89 %</td>",<td>nc</td>,"<td>87,76 %</td>",<td>47 entreprises</td>,<td>nc</td>,"<td>19,64 %</td>",<td>1 283 hab.</td>
3516,"<td><a href=""https://www.linternaute.com/ville/montgeron/ville-91421"">Montgeron</a></td>",<td>31 842 €</td>,"<td>11,16 %</td>","<td>2,84 %</td>","<td>2 773,40 €</td>","<td>87,07 %</td>",<td>1 812 entreprises</td>,<td>7 948 €</td>,"<td>19,43 %</td>",<td>23 775 hab.</td>
3517,"<td><a href=""https://www.linternaute.com/ville/sainte-eulalie-en-born/ville-40257"">Sainte-Eulalie-en-Born</a></td>",<td>23 693 €</td>,"<td>15,43 %</td>","<td>1,56 %</td>",<td>nc</td>,"<td>83,83 %</td>",<td>91 entreprises</td>,<td>nc</td>,"<td>16,71 %</td>",<td>1 264 hab.</td>
3518,"<td><a href=""https://www.linternaute.com/ville/trets/ville-13110"">Trets</a></td>",<td>29 590 €</td>,"<td>12,82 %</td>","<td>2,25 %</td>","<td>2 488,54 €</td>","<td>87,57 %</td>",<td>1 144 entreprises</td>,<td>nc</td>,"<td>18,62 %</td>",<td>10 500 hab.</td>
3519,"<td><a href=""https://www.linternaute.com/ville/houlle/ville-62458"">Houlle</a></td>",<td>23 351 €</td>,"<td>12,74 %</td>","<td>2,01 %</td>",<td>nc</td>,"<td>82,48 %</td>",<td>49 entreprises</td>,<td>nc</td>,"<td>16,04 %</td>",<td>1 137 hab.</td>
3520,"<td><a href=""https://www.linternaute.com/ville/indre/ville-44074"">Indre</a></td>",<td>27 788 €</td>,"<td>10,70 %</td>","<td>2,28 %</td>","<td>2 391,82 €</td>","<td>86,60 %</td>",<td>235 entreprises</td>,<td>nc</td>,"<td>21,11 %</td>",<td>4 037 hab.</td>
